Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	01/15/2026 	_x86_64_	(64 CPU)

03:13:59 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:14:13 PM 100998   3374278    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:13 PM 100998   3375195    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:13 PM 100998   3375226    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:13 PM 100998   3375227    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:13 PM 100998   3375228    0.00    0.00    0.00    0.00    0.00     4  postgres
03:14:13 PM 100998   3375229    0.00    0.00    0.00    0.00    0.00     4  postgres
03:14:13 PM 100998   3375230    2.00    1.00    0.00    0.00    3.00     6  postgres
03:14:13 PM 100998   3375232    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:13 PM 100998   3375233    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:13 PM 100998   3375235    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:13 PM 100998   3375236    1.00    1.00    0.00    0.00    2.00     5  postgres
03:14:13 PM 100998   3375237    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:13 PM 100998   3375238    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:13 PM 100998   3375239    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:13 PM 100998   3375240    0.00    0.00    0.00    0.00    0.00     4  postgres
03:14:13 PM 100998   3375241    0.00    1.00    0.00    0.00    1.00     5  postgres
03:14:13 PM 100998   3375242    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:13 PM 100998   3375244    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:13 PM 100998   3375245    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:13 PM 100998   3375246    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:13 PM 100998   3375250    1.00    0.00    0.00    0.00    1.00     6  postgres

03:14:13 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:14:14 PM 100998   3374274    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:14 PM 100998   3374275    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:14 PM 100998   3374277    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:14 PM 100998   3374278    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:14 PM 100998   3375195    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:14 PM 100998   3375226    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:14 PM 100998   3375227    0.00    0.00    0.00    0.00    0.00     4  postgres
03:14:14 PM 100998   3375228    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:14 PM 100998   3375229    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:14 PM 100998   3375230    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:14 PM 100998   3375232    0.00    0.00    0.00    0.00    0.00     4  postgres
03:14:14 PM 100998   3375233    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:14 PM 100998   3375235    0.00    0.00    0.00    0.00    0.00     4  postgres
03:14:14 PM 100998   3375236    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:14 PM 100998   3375237    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:14 PM 100998   3375238    0.00    1.00    0.00    0.00    1.00     4  postgres
03:14:14 PM 100998   3375239    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:14 PM 100998   3375240    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:14 PM 100998   3375241    1.00    0.00    0.00    0.00    1.00     5  postgres
03:14:14 PM 100998   3375242    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:14 PM 100998   3375244    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:14 PM 100998   3375245    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:14 PM 100998   3375246    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:14 PM 100998   3375250    1.00    0.00    0.00    0.00    1.00     6  postgres

03:14:14 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:14:15 PM 100998   3374274    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:15 PM 100998   3374275    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:15 PM 100998   3374277    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:15 PM 100998   3374278    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:15 PM 100998   3375195    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:15 PM 100998   3375226    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:15 PM 100998   3375227    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:15 PM 100998   3375228    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:15 PM 100998   3375229    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:15 PM 100998   3375230    0.00    1.00    0.00    0.00    1.00     6  postgres
03:14:15 PM 100998   3375232    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:15 PM 100998   3375233    1.00    1.00    0.00    0.00    2.00     5  postgres
03:14:15 PM 100998   3375235    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:15 PM 100998   3375236    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:15 PM 100998   3375237    0.00    0.00    0.00    0.00    0.00     4  postgres
03:14:15 PM 100998   3375238    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:15 PM 100998   3375239    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:15 PM 100998   3375240    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:15 PM 100998   3375241    0.00    1.00    0.00    0.00    1.00     5  postgres
03:14:15 PM 100998   3375242    0.00    0.00    0.00    0.00    0.00     4  postgres
03:14:15 PM 100998   3375244    0.00    0.00    0.00    0.00    0.00     4  postgres
03:14:15 PM 100998   3375245    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:15 PM 100998   3375246    0.00    1.00    0.00    0.00    1.00     4  postgres
03:14:15 PM 100998   3375250    0.00    1.00    0.00    0.00    1.00     4  postgres

03:14:15 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:14:16 PM 100998   3374274    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:16 PM 100998   3374275    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:16 PM 100998   3374277    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:16 PM 100998   3374278    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:16 PM 100998   3375195    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:16 PM 100998   3375226    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:16 PM 100998   3375227    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:16 PM 100998   3375228    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:16 PM 100998   3375229    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:16 PM 100998   3375230    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:16 PM 100998   3375232    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:16 PM 100998   3375233    1.00    1.00    0.00    0.00    2.00     5  postgres
03:14:16 PM 100998   3375235    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:16 PM 100998   3375236    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:16 PM 100998   3375237    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:16 PM 100998   3375238    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:16 PM 100998   3375239    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:16 PM 100998   3375240    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:16 PM 100998   3375241    1.00    1.00    0.00    0.00    2.00     5  postgres
03:14:16 PM 100998   3375242    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:16 PM 100998   3375244    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:16 PM 100998   3375245    0.00    1.00    0.00    0.00    1.00     6  postgres
03:14:16 PM 100998   3375246    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:16 PM 100998   3375250    1.00    1.00    0.00    0.00    2.00     4  postgres

03:14:16 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:14:17 PM 100998   3374274    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:17 PM 100998   3374275    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:17 PM 100998   3374277    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:17 PM 100998   3374278    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:17 PM 100998   3375195    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:17 PM 100998   3375226    0.00    1.00    0.00    0.00    1.00     4  postgres
03:14:17 PM 100998   3375227    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:17 PM 100998   3375228    0.00    1.00    0.00    0.00    1.00     6  postgres
03:14:17 PM 100998   3375229    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:17 PM 100998   3375230    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:17 PM 100998   3375232    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:17 PM 100998   3375233    0.00    1.00    0.00    0.00    1.00     5  postgres
03:14:17 PM 100998   3375235    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:17 PM 100998   3375236    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:17 PM 100998   3375237    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:17 PM 100998   3375238    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:17 PM 100998   3375239    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:17 PM 100998   3375240    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:17 PM 100998   3375241    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:17 PM 100998   3375242    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:17 PM 100998   3375244    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:17 PM 100998   3375245    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:17 PM 100998   3375246    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:17 PM 100998   3375250    0.00    0.00    0.00    0.00    0.00     6  postgres

03:14:17 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:14:18 PM 100998   3374274    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:18 PM 100998   3374275    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:18 PM 100998   3374277    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:18 PM 100998   3374278    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:18 PM 100998   3375195    2.00    1.00    0.00    0.00    3.00     4  postgres
03:14:18 PM 100998   3375226    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:18 PM 100998   3375227    1.00    1.00    0.00    0.00    2.00     5  postgres
03:14:18 PM 100998   3375228    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:18 PM 100998   3375229    1.00    1.00    0.00    0.00    2.00     5  postgres
03:14:18 PM 100998   3375230    0.00    1.00    0.00    0.00    1.00     4  postgres
03:14:18 PM 100998   3375232    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:18 PM 100998   3375233    0.00    1.00    0.00    0.00    1.00     4  postgres
03:14:18 PM 100998   3375235    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:18 PM 100998   3375236    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:18 PM 100998   3375237    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:18 PM 100998   3375238    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:18 PM 100998   3375239    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:18 PM 100998   3375240    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:18 PM 100998   3375241    1.00    1.00    0.00    0.00    2.00     5  postgres
03:14:18 PM 100998   3375242    0.00    1.00    0.00    0.00    1.00     6  postgres
03:14:18 PM 100998   3375244    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:18 PM 100998   3375245    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:18 PM 100998   3375246    1.00    0.00    0.00    0.00    1.00     6  postgres
03:14:18 PM 100998   3375250    1.00    1.00    0.00    0.00    2.00     6  postgres

03:14:18 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:14:19 PM 100998   3374274    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:19 PM 100998   3374275    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:19 PM 100998   3374277    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:19 PM 100998   3374278    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:19 PM 100998   3375195    1.00    2.00    0.00    0.00    3.00     6  postgres
03:14:19 PM 100998   3375226    2.00    1.00    0.00    0.00    3.00     4  postgres
03:14:19 PM 100998   3375227    1.00    1.00    0.00    0.00    2.00     5  postgres
03:14:19 PM 100998   3375228    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:19 PM 100998   3375229    2.00    0.00    0.00    0.00    2.00     4  postgres
03:14:19 PM 100998   3375230    1.00    1.00    0.00    0.00    2.00     5  postgres
03:14:19 PM 100998   3375232    1.00    2.00    0.00    0.00    3.00     4  postgres
03:14:19 PM 100998   3375233    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:19 PM 100998   3375235    2.00    1.00    0.00    0.00    3.00     6  postgres
03:14:19 PM 100998   3375236    2.00    1.00    0.00    0.00    3.00     6  postgres
03:14:19 PM 100998   3375237    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:19 PM 100998   3375238    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:19 PM 100998   3375239    1.00    2.00    0.00    0.00    3.00     4  postgres
03:14:19 PM 100998   3375240    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:19 PM 100998   3375241    1.00    1.00    0.00    0.00    2.00     5  postgres
03:14:19 PM 100998   3375242    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:19 PM 100998   3375244    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:19 PM 100998   3375245    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:19 PM 100998   3375246    1.00    2.00    0.00    0.00    3.00     6  postgres
03:14:19 PM 100998   3375250    1.00    0.00    0.00    0.00    1.00     6  postgres

03:14:19 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:14:20 PM 100998   3374274    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:20 PM 100998   3374275    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:20 PM 100998   3374277    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:20 PM 100998   3374278    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:20 PM 100998   3375195    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:20 PM 100998   3375226    1.00    2.00    0.00    0.00    3.00     4  postgres
03:14:20 PM 100998   3375227    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:20 PM 100998   3375228    2.00    1.00    0.00    0.00    3.00     4  postgres
03:14:20 PM 100998   3375229    1.00    2.00    0.00    0.00    3.00     6  postgres
03:14:20 PM 100998   3375230    2.00    1.00    0.00    0.00    3.00     6  postgres
03:14:20 PM 100998   3375232    0.00    1.00    0.00    0.00    1.00     4  postgres
03:14:20 PM 100998   3375233    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:20 PM 100998   3375235    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:20 PM 100998   3375236    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:20 PM 100998   3375237    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:20 PM 100998   3375238    1.00    2.00    0.00    0.00    3.00     6  postgres
03:14:20 PM 100998   3375239    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:20 PM 100998   3375240    1.00    1.00    0.00    0.00    2.00     5  postgres
03:14:20 PM 100998   3375241    1.00    1.00    0.00    0.00    2.00     4  postgres
03:14:20 PM 100998   3375242    0.00    1.00    0.00    0.00    1.00     5  postgres
03:14:20 PM 100998   3375244    1.00    2.00    0.00    0.00    3.00     4  postgres
03:14:20 PM 100998   3375245    1.00    1.00    0.00    0.00    2.00     6  postgres
03:14:20 PM 100998   3375246    1.00    0.00    0.00    0.00    1.00     4  postgres
03:14:20 PM 100998   3375250    1.00    1.00    0.00    0.00    2.00     5  postgres

03:14:20 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:14:21 PM 100998   3374274    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:21 PM 100998   3374275    0.00    0.00    0.00    0.00    0.00     5  postgres
03:14:21 PM 100998   3374277    0.00    0.00    0.00    0.00    0.00     6  postgres
03:14:21 PM 100998   3374278    0.00    0.00    0.00    0.00    0.00     5  postgres
